time_s,ground_accel_mps2,roof_disp_m,drift_story1,drift_story2,drift_story3,mean_isolation_disp_m,total_base_shear_N
10.010000228881836,-0.9513755738212422,-0.006250304169952869,-0.00019002343631452983,0.00018424962440298664,0.0003217017122854789,-0.007387644611299038,-22303.711069302582
10.020000457763672,-0.8007457976636488,-0.0059295701794326305,-0.0001644258628840799,0.00017028237279090617,0.0002863783285849624,-0.00698161559800307,-19867.536989526772
10.029999732971191,-0.5720654077242373,-0.00554416561499238,-0.0001348882344447904,0.0001526449341326952,0.0002466517293618785,-0.0064960359595716,-16954.059158937955
10.039999961853027,-0.3064930067411755,-0.00511378888040781,-0.00010274617967230294,0.00013174915996690592,0.00020343771514793235,-0.005950575384000937,-13681.29570551398
10.050000190734863,-0.05524033863824464,-0.004661432933062315,-6.949343649601486e-05,0.0001081225410517719,0.00015765001686910787,-0.005368037770191829,-10186.070022659327
10.0600004196167,0.12922021240704826,-0.004208521451801062,-3.6495125473097436e-05,8.237030771043565e-05,0.00011019525118172169,-0.004770375012109677,-6600.093474166419
10.069999694824219,0.1864103908870932,-0.0037695406936109066,-4.670582711696625e-06,5.514438574512799e-05,6.196554750204086e-05,-0.004174322355538607,-3023.7775347399966
10.079999923706055,0.2242117487253682,-0.003350453684106469,2.555437041101628e-05,2.711933727065722e-05,1.3830528284112612e-05,-0.003589868933583299,473.05356195607453
10.09000015258789,0.41887220576064094,-0.0029570332262665033,5.349008090518143e-05,-1.031310401029057e-06,-3.337051667686966e-05,-0.003025750940044721,3771.0485997616324
10.100000381469727,0.7156420442125082,-0.002605027286335826,7.76369685169171e-05,-2.8673805192940763e-05,-7.882940634671184e-05,-0.002497508811453978,6732.916689297497
10.109999656677246,0.8027712511293208,-0.002314049983397126,9.650556387862669e-05,-5.5257793671141066e-05,-0.00012176819533730546,-0.0020241764529297748,9250.108067961539
10.119999885559082,0.6532099822467636,-0.0020899956580251455,0.00010981423892425716,-8.033617632463574e-05,-0.0001614483254444268,-0.0016149027117838461,11306.428547361582
10.130000114440918,0.4694044187236624,-0.0019210211466997862,0.00011856197185503939,-0.00010354914896500607,-0.00019719313260995678,-0.0012651720317080617,12967.589012857883
10.140000343322754,0.29833913103910137,-0.0017882304964587092,0.00012414796165777025,-0.00012458934280503955,-0.00022841654653247033,-0.0009643419568116466,14321.88500988108
10.149999618530273,0.20212686854391873,-0.0016746741021052003,0.00012778075297656296,-0.00014317107949561128,-0.00025464648691316444,-0.0007025415737492343,15442.538644272166
10.15999984741211,0.06470121442245122,-0.0015667456900700927,0.0001304288962568602,-0.00015900975243867934,-0.0002755408220562256,-0.00047190764841313165,16384.338244277395
10.170000076293945,-0.09582725279724036,-0.0014503936981782317,0.00013303939340403304,-0.00017181013390654698,-0.0002908947903455959,-0.0002635977871250361,17197.864194258833
10.180000305175781,-0.15945896829057185,-0.001312126754783094,0.00013648962218818875,-0.00018126140882183486,-0.0003006410689623509,-6.864047463750467e-05,17926.922863324748
10.1899995803833,-0.22001556447078296,-0.0011431073071435094,0.00014138095273800126,-0.00018704269273762798,-0.0003048412266556018,0.00011870337281531344,18597.989543740332
10.199999809265137,-0.2758979991281329,-0.0009374750661663711,0.00014817820488975415,-0.00018883804538442442,-0.0003036694235763409,0.0003021102844892691,19227.08819039848
10.210000038146973,-0.2747030559574428,-0.0006913621909916401,0.0001572605645008109,-0.00018635612731385563,-0.000297391509068095,0.0004839912677804629,19824.06392646009
10.220000267028809,-0.21014315224189895,-0.00040567427640780807,0.0001687647535517398,-0.00017935397206909125,-0.00028634057444934215,0.000663272978272289,20386.94837683729
10.229999542236328,-0.17800488296131564,-8.52802986628376e-05,0.00018266046363687901,-0.0001676632544129259,-0.00027089124867213995,0.0008359382433506349,20905.902991913794
10.239999771118164,-0.12285280153650786,0.00026426915428601205,0.00019890952562154443,-0.0001512129609990451,-0.00025143601912229013,0.0009977311904852588,21372.326579976776
10.25,-0.019194282901927585,0.0006357576930895448,0.00021736631256148768,-0.00013004603614616726,-0.0002283657280107339,0.0011435213188330333,21776.846927910185
10.260000228881836,0.13368538283179918,0.0010176545474678278,0.00023764456812016389,-0.00010433225219862329,-0.00020205405437284045,0.0012651248058925073,22103.45590915478
10.270000457763672,0.3127900101717831,0.001394043443724513,0.00025914101300899075,-7.437677898754676e-05,-0.00017284687298039594,0.0013511409439767401,22329.039892364948
10.279999732971191,0.4696201034868368,0.0017469865269958973,0.0002811518088155599,-4.062189772311184e-05,-0.00014105753507465124,0.0013888859733318288,22426.70732799585
10.289999961853027,0.6569410807361592,0.0020582147408276796,0.00030256646116160683,-3.6450284015801217e-06,-0.00010696698963228198,0.0013671787455677986,22296.463961411668
10.300000190734863,0.7818225586141104,0.00231002876535058,0.00032144846584371945,3.5837486696739994e-05,-7.082520621932215e-05,0.001278770078594486,21766.01195957179
10.3100004196167,0.6997830162811709,0.0024922301527112722,0.0003362693328030959,7.697419884304206e-05,-3.285854796154631e-05,0.0011228442114467423,20830.45675668533
10.319999694824219,0.4788895900329162,0.0026099339593201876,0.00034693290082806784,0.000118815870438185,6.707333442237642e-06,0.0009090919823696216,19547.943382222606
10.329999923706055,0.30144300832064497,0.0026791803538799286,0.0003541004736217912,0.00016038189642131329,4.7613090525070824e-05,0.0006556366958344976,18027.21166301186
10.34000015258789,0.33355028841111695,0.0027119473088532686,0.00035823561052826264,0.0002007259172387421,8.953405388941367e-05,0.00037736321489016217,16357.570777345847
10.350000381469727,0.4556030730157126,0.002706293947994709,0.0003590126724433233,0.00023897827809883488,0.00013206141173011725,7.810544381451716e-05,14562.024150891977
10.359999656677246,0.5980269116318446,0.0026499612722545862,0.00035554243637576563,0.0002743637823085818,0.0001746969711449411,-0.0002466102111308525,12613.73022121976
