time_s,u_iso_1_m,f_iso_1_N,z_iso_1_m,u_iso_2_m,f_iso_2_N,z_iso_2_m,u_iso_3_m,f_iso_3_N,z_iso_3_m
1.059999942779541,0.0005394985782913864,1074.4104083692325,0.0005370845002842599,0.0005794764147140086,1153.356679820514,0.0005765310728153227,0.0005394985782913864,1074.4104083692325,0.0005370845002842599
1.0700000524520874,0.0005382610252127051,1071.93530221187,0.0005358469472055787,0.0005789969582110643,1152.3977668146256,0.0005760516163123785,0.0005382610252127051,1071.93530221187,0.0005358469472055787
1.0800000429153442,0.0005262917256914079,1047.9967031692756,0.0005238776476842815,0.0005674873827956617,1129.3786159838203,0.0005645420408969758,0.0005262917256914079,1047.9967031692756,0.0005238776476842815
1.090000033378601,0.0005107317119836807,1016.8766757538212,0.0005083176339765543,0.0005522863939404488,1098.9766382733944,0.0005493410520417629,0.0005107317119836807,1016.8766757538212,0.0005083176339765543
1.100000023841858,0.0004969305591657758,989.2743701180113,0.0004945164811586493,0.0005388827994465828,1072.1694492856623,0.0005359374575478969,0.0004969305591657758,989.2743701180113,0.0004945164811586493
1.1100000143051147,0.00048292698920704424,961.2672302005483,0.0004805129111999178,0.0005252225673757493,1044.8489851439954,0.0005222772254770635,0.00048292698920704424,961.2672302005483,0.0004805129111999178
1.1200000047683716,0.0004681537684518844,931.7207886902286,0.00046573969044475796,0.0005106879398226738,1015.7797300378444,0.0005077425979239879,0.0004681537684518844,931.7207886902286,0.00046573969044475796
1.1299999952316284,0.00045894866343587637,913.3105786582125,0.00045653458542874994,0.0005017878720536828,997.9795944998624,0.0004988425301549969,0.00045894866343587637,913.3105786582125,0.00045653458542874994
1.1399999856948853,0.00046025938354432583,915.9111384067337,0.0004578343158170006,0.0005036142538301647,1001.5975664337465,0.0005006506005530158,0.00046025938354432583,915.9111384067337,0.0004578343158170006
1.149999976158142,0.00047174617066048086,938.6925074678192,0.0004692199423167216,0.0005158243584446609,1025.7738180836513,0.0005127323064416764,0.00047174617066048086,938.6925074678192,0.0004692199423167216
1.159999966621399,0.00048678708844818175,968.5064301101977,0.00048411985329756816,0.0005316055612638593,1057.0014308566601,0.000528337302489618,0.00048678708844818175,968.5064301101977,0.00048411985329756816
1.1699999570846558,0.0004965218831785023,987.7956465072616,0.0004937597148365323,0.0005418309010565281,1077.2268045750347,0.0005384440602470432,0.0004965218831785023,987.7956465072616,0.0004937597148365323
1.1799999475479126,0.000502095848787576,998.8379779709694,0.0004992781016274799,0.0005476832739077508,1088.7998138454025,0.0005442270981340145,0.000502095848787576,998.8379779709694,0.0004992781016274799
1.190000057220459,0.0005094990483485162,1013.4999753292703,0.0005066053002602204,0.000555341481231153,1103.9390171333146,0.0005517920363211575,0.0005094990483485162,1013.4999753292703,0.0005066053002602204
1.2000000476837158,0.0005189332296140492,1032.177478020013,0.0005159390289782148,0.0005650181556120515,1123.060625303236,0.00056134674196949,0.0005189332296140492,1032.177478020013,0.0005159390289782148
1.2100000381469727,0.0005283996579237282,1050.9118092158183,0.000525300970222866,0.000574656471144408,1142.0985450256555,0.0005708594199532709,0.0005283996579237282,1050.9118092158183,0.000525300970222866
1.2200000286102295,0.0005360635695978999,1066.0742387053456,0.0005328778324976608,0.0005823659594170749,1157.3214591404649,0.0005784657174730302,0.0005360635695978999,1066.0742387053456,0.0005328778324976608
1.2300000190734863,0.0005398677312768996,1073.5993022024727,0.0005366381731972542,0.0005860218079760671,1164.5390203681688,0.0005820720208266117,0.0005398677312768996,1073.5993022024727,0.0005366381731972542
